driver_id,driver_name,age,city,phone,email,platform,vehicle_type,vehicle_condition,experience_level,preferred_shift,reason_for_joining,languages_known,overall_driver_rating,total_trips_completed,trip_completion_rate_%,cancellation_rate_%,avg_daily_earnings_INR,total_complaints,total_compliments,peak_hour_availability,interview_date,communication_score_10,driving_test_score_10,route_knowledge_score_10,customer_handling_score_10,overall_interview_score_10,document_verification,background_check_status,interview_result,rejection_reason,onboarding_date,is_currently_active
DRV018876,MANOJ JHA,50,Delhi,9975955875,N/A,,BIKE,poor,5+ yrs,Night,N/A,Gujarati,3.3,207,79.9,34.2,1577,42,20,YES,May 2022,5.6,4.1,12.8,5.5,5.7,pending,Flagged,na,N/A,-,False
DRV003894,Pankaj Gupta,999,CHENNAI,9366192,pankaj.gupta@yahoo.com,Uber & Rapido,SUV,Poor,1-3 yrs,both,Full time job,"Tamil, English, Bengali",4.5,7076,93.8,25.1,2132,46,98,Yes,2021-03-01T00:00:00Z,6.7,5.7,3.8,7.0,5.8,pending,Flagged,Selected,N/A,NULL,Yes
,Ajay Chaudhary,30,Hyderabad,+91-9632806701,ajay.chaudhary@yahoo.com,rapido,sedan,Average,3-5 yrs,N/A,Lost previous job,"Hindi, English",unrated,4967,76.5,24.9,1861,27,17,True,2024/03/07,NULL,,7.6,10.1,7.8,N/A,N/A,Selected,N/A,2024-04-17T00:00:00Z,False
DRV034597,Ganesh Chauhan,22,Delhi,9380441332,ganesh.chauhan@gmail.com,rapido,suv,Poor,na,Night,,"Gujarati, Marathi",N/A,NULL,75.2,17.7,₹1741,50,99999,N,2021-07-12T00:00:00Z,5.7,6.5,6.3,9.7,7.0,FAIL,,Selected,Incomplete documents,,no
DRV036123,Bharat Yadav,49,Delhi,XXXXXXXXXX,bharat.yadav@@hotmail.com,uber,suv,N/A,1-3 yrs,Night ,na,"Tamil, Marathi, Hindi",3.9,,100.3,8.4,1533,11,60,1,27 October 2021,8.4,5.8,12.3,9.0,7.6,,pending,N/A,N/A,26.12.2021,False
DRV024295,Deepak Singh,31,bangalore,9823970722,N/A,ola,sedan,N/A,unknown,Day,Family pressure,"Tamil, Kannada",3.1,2562,82.9,28.3,,43,18,No,2021/12/27,NULL,10.0,4.6,10.9,7.7,Fail,N/A,On Hold,N/A,NULL,false
DRV007220,Naresh Sharma,20 yrs,HYDERABAD,9381022144,,RAPIDO,Sedan,good,1-3 yrs,Both,Lost previous job,"Gujarati, Marathi, Kannada",4.3,3144,96.4,18.4,1932,N/A,15,True,June 2021,3.1,5.7,9.3,5.1,N/A,unknown,,Selected,N/A,August 2021,No
DRV043594,Rajesh Rao,41,MUMBAI,94907-77352,rajesh.rao@rediffmail,uber,Mini ,GOOD,n/a,Night ,Family pressure,Tamil,2.6,3231,102.7,31.7,,4,70,NO,01/03/22,5.8,5.1,N/A,3.9,4.5,pass,None,On Hold,Poor communication,NULL,false
DRV035943,Vijay Patel,33,Chennai,9612946450,N/A,RAPIDO,Mini ,Good,3-5 yrs,Night ,Side hustle,"Tamil, Gujarati, English",3.0,4549,79.8,16.9,1437/-,5,14,NO,,11.9,9.4,8.6,,6.6,Pass,N/A,On Hold,N/A,,True
DRV007065,Suresh Singh,55,Ahmedabad,9723333063,suresh.singh@gmail.com,uber,suv,good,N/A,Night ,Full time job,"English, Hindi",4.7,4068,69.3,29.2,1299,19,11,true,19-08-2023,4.4,4.3,8.2,4.7,5.4,Pending,N/A,selected,N/A,02.09.2023,No
DRV041716,Suresh Singh,52,Chenna,96049-43936,suresh.singh@rediffmail.com,Uber & Rapido,auto,,1-3 yrs,Night ,Not disclosed,"English, Tamil, Marathi",3.6,1048,83.9,,1631,0,75,Y,10/12/23,N/A,5.7,NULL,5.5,6.5,pending,FLAGGED,Rejected,NULL,NULL,True
DRV049213,Ravi Chauhan,20,Ahmedabad,98067-42303,ravi.chauhan@gmail.com,Uber & Rapido,suv,Average,3-5 yrs,NIGHT,Flexible hours,"Telugu, English, Marathi",2.7,7735,101.4,5.3,1803,99999,78,True,2021/07/13,-0.1,6.2,9.8,,7.9,pending,N/A,Rejected,Failed driving test,NULL,Yes
DRV017591,Amit Patel,25,Delhi,9083213111,,rapido,Auto,Good,5+ yrs,N/A,N/A,"Hindi, English, Tamil",5.7,132,94.6,23.0,₹2148,7,29,True,30.10.2022,5.9,6.6,-1.0,3.9,5.0,Pending,Clear,Rejected,Low rating history,-,no
DRV010847,Rajesh Verma,40,Bangalore,9948828129,rajesh.verma@yahoo.com,NA,suv,,Fresher,Day,Side hustle,"English, Telugu, Hindi",4.9,4403,62.9,24.6,903,11,10,True,07 January 2021,6.2,9.8,8.6,4.1,10.2,Pass,N/A,Selected,N/A,,yes
DRV027439,Girish Kumar,50,Hyderabad,9032948,girish.kumar@hotmail.com,Uber & Rapido,Auto,excellent,1-3 yrs,Night ,Extra income,"Gujarati, Kannada, Hindi",-1.6,4192,88.3,33.1,2386,30,85,N,2023/10/28,6.2,8.3,6.4,7.3,7.0,Pass,Pending,On Hold,N/A,N/A,No
DRV000171,Pradeep Tripathi,33 yrs,Bangalore,9367453604,pradeep.tripathi@rediffmail.com,Uber,BIKE,Excellent,Fresher,N/A,Lost previous job,English,,2932,82.2,17.3,,,5,yes,19.06.2022,8.9,9.7,3.1,7.0,7.2,Pending,N/A,Selected,N/A,21.06.2022,No
DRV018588,Naveen Patel,33,Delhi,9523638033,naveen.patel@hotmail,uber,auto,GOOD,Fresher,Day,Family pressure,"Gujarati, Marathi",3.2,5480,61.0,27.2,750/-,26,4,no,2024/01/02,9.4,N/A,8.3,4.2,7.8,pass,Pending,On Hold,N/A,N/A,false
DRV026783,Vijay Kumar,30,Bangalore,9961757943,vijay.kumar@@hotmail.com,Rapido ,suv,Average,0-1 yr,Night ,Family pressure,"Hindi, Tamil",5.9,5267,74.1,N/A,1538,15,51,yes,13-10-2021,8.9,4.7,6.3,8.8,7.2,Fail,FLAGGED,On Hold,N/A,,Yes
DRV007257,Suresh Kumar,26,Delhi,9743258829,suresh.kumar@yahoo.com,RAPIDO,BIKE,GOOD,none,,,"English, Telugu",4.0,7726,97.3,100.5,1523,6,96,No,May 2021,8.9,6.8,N/A,5.4,11.3,pending,clear,Selected,N/A,May 2021,yes
DRV024545,N@resh Trip@thi,28,HYDERABAD,9833614369,NULL,rapido,suv,Good,5+ yrs,Night,Extra income,English,4.1,382,74.3,27.5,1835,21,8,yes,2023/03/09,10.0,9.9,7.1,8.7,8.9,pass,Flagged,Waitlist,N/A,May 2023,Y
DRV010877,Ramesh Kumar,36,Lucknow,XXXXXXXXXX,ramesh.kumar@gmail,Uber,Sedan,poor,3-5 yrs,NIGHT,Not disclosed,"English, Tamil, Telugu",3.2,3195,61.7,23.8,Rs.2275,99999,97,Yes,02/11/22,5.7,5.1,6.2,7.4,6.1,pending,Clear,Selected,N/A,N/A,1
DRV042114,Deepak Srivastava,41,Delhi,9976369369,deepak.srivastava@@gmail.com,Uber,Sedan,excellent,3-5 yrs,Both,Not disclosed,Marathi,4.8,5691,82.5,29.0,Rs.2450,24,46,Y,2021-12-29T00:00:00Z,9.8,4.7,5.1,-0.7,-2.0,N/A,Flagged,Selected,N/A,,0
DRV028343,deepak shukla,32,Bangalore,9189983803,deepak.shukla@hotmail.com,Rapido,BIKE,Unknown,3-5 yrs,Night,none,"Gujarati, Tamil",2.7,2895,83.2,6.3,688,9,,N,13 June 2023,8.1,5.3,7.6,7.4,7.1,,,Selected,Unknown,2023/06/25,Y
DRV017916,Dinesh Kumar,40,Bangalore,9416369902,,Uber ,Bike,good,n/a,DAY,Family pressure,"Gujarati, Marathi, Bengali",5.5,2827,87.1,20.0,1263,8,10,NO,17.02.2022,4.4,5.9,-0.9,5.3,N/A,Fail,N/A,-,N/A,N/A,true
DRV046439,Anil R@o,40,Lucknow,XXXXXXXXXX,anil.rao@gmail.com,Uber,SUV,poor,0-1 yr,Night ,Side hustle,"Gujarati, English",3.1,6794,63.7,20.1,1711,38,39,NO,2023/03/14,3.5,7.1,3.5,5.1,4.8,Pending,,Rejected,Failed driving test,N/A,NO
DRV011304,Suresh Verma,N/A,Bangalore,9008653100,suresh.verma@hotmail.com,unknown,suv,Poor,Fresher,NIGHT,Family pressure,Hindi,3.4,3755,69.6,6.6,1686/-,99999,67,True,2022-11-25T00:00:00Z,5.2,6.8,6.4,,,N/A,Clear,On Hold,N/A,-,1
DRV031724,Girish Singh,51,Delhi,9705041963,girish.singh@yahoo.com,-,sedan,,1-3 yrs,day,Lost previous job,Kannada,3.5,7737,75.3,31.4,1999,10,NULL,True,NULL,8.0,8.0,N/A,5.2,6.1,,N/A,On Hold,N/A,NULL,0
DRV043405,N@veen N@ir,30,Hyderabad,9670420041,naveen.nair@yahoo.com,Rapido,auto,Excellent,3-5 yrs,day,Family pressure,English,3.3,3848,97.4,26.8,Rs.1257,9,80,1,2021/11/04,-0.7,NULL,3.8,7.9,5.9,FAIL,,REJECTED,N/A,2021-12-10T00:00:00Z,N
DRV038598,Ganesh Patel,37,LUCKNOW,N/A,ganesh.patel@gmail.com,ola,Mini,Average,5+ yrs,NIGHT,Full time job,English,3.9,3084,68.1,20.9,2353,0,46,false,04-01-2023,7.8,5.6,6.7,5.1,NULL,,Flagged,Rejected,Low rating history,NULL,1
DRV004491,Lokesh Jha,43,Lucknow,9934404369,lokesh.jha@yahoo.com,rapido,SUV,Good,1-3 yrs,,Full time job,"Hindi, English, Bengali",3.2,,84.6,9.9,1874,31,26,1,January 2023,7.3,5.4,5.7,8.5,6.7,FAIL,N/A,Selected,N/A,15.01.2023,false
DRV020529,Amit Chauhan,40,Lucknow,9501140182,amit.chauhan@rediffmail.com,Uber ,sedan,,0-1 yr,DAY,Family pressure,"Gujarati, Bengali",5.1,3242,94.2,NULL,1864,41,82,no,June 2023,9.6,4.3,9.1,3.7,6.7,N/A,Pending,Rejected,-,NULL,NO
DRV020585,Girish Tripathi,999,Chennai,9530169378,girish.tripathi@gmail.com,Rapido ,Mini,avg,1-3 yrs,Day,Full time job,"Gujarati, Telugu, Bengali",3.2,902,61.1,,1165,11,15,Y,01/31/23,3.4,-1.8,,9.9,6.2,Fail,clear,Waitlist,N/A,NULL,true
DRV048677,Bharat Nair,N/A,Lucknow,9672361080,bharat.nair@rediffmail.com,Uber ,sedan,GOOD,0-1 yr,Night,Family pressure,"Bengali, Marathi, Gujarati",,5592,90.7,4.6,1909,28,NULL,No,2024/02/24,NULL,4.1,9.6,3.8,6.2,N/A,clear,Waitlist,Low rating history,,Yes
DRV009435,Mukesh Nair,unknown,Delhi,9954395842,N/A,Unknown,suv,good,3-5 yrs,both,Not disclosed,Telugu,4.2,4360,NULL,34.1,545,18,99999,True,28 July 2022,9.5,,N/A,-1.4,6.5,FAIL,Clear,On Hold,N/A,-,Y
DRV023450,Pankaj Kumar,20,Pune,9455809137,pankaj.kumar@hotmail.com,ola,suv,avg,3-5 yrs,NA,N/A,"Tamil, Kannada, Gujarati",3.8,2896,95.3,25.6,1011,42,45,NO,,-0.6,N/A,3.0,8.7,12.4,Fail,Pending,Selected,N/A,NULL,Y
DRV012810,R@vi Kum@r,36,Chennai,9489746500,ravi.kumar@gmail.com,RAPIDO,suv,avg,1-3 yrs,day,Flexible hours,"English, Tamil, Gujarati",4.6,-854,100.5,8.2,1543,99999,,yes,N/A,6.2,9.0,-1.4,4.5,6.2,N/A,-,Selected,N/A,2022-08-06T00:00:00Z,true
DRV028997,Mahesh Jha,51,Delhi,9070102120,mahesh.jha@hotmail.com,Uber,auto,na,0-1 yr,Both,Flexible hours,Hindi,4.3,4597,75.5,6.9,2093,,87,true,29-07-2022,7.0,5.8,8.2,7.2,7.0,N/A,,N/A,N/A,September 2022,true
DRV026347,  Bharat Mishra  ,22,Jaipur,9601297704,bharat.mishra@rediffmail.com,ola,Mini,N/A,5+ yrs,N/A,Full time job,"Gujarati, Marathi, English",5.9,3450,NULL,6.0,2300,99999,42,True,November 2021,7.8,7.8,5.1,5.8,6.6,Pending,,On Hold,na,,yes
DRV025743,RAMESH SINGH,26,Bangalore,9125032629,ramesh.singh@yahoo.com,Rapido ,Auto,Unknown,0-1 yr,none,,"Telugu, Tamil, Hindi",3.8,838,73.6,19.2,756,8,86,true,NULL,N/A,7.7,5.2,6.1,7.2,pass,N/A,REJECTED,N/A,NULL,1
DRV033816,Umesh Gupta,46,DELHI,9389531066,umesh.gupta@hotmail.com,RAPIDO,Bike,Poor,3-5 yrs,Day,Side hustle,Telugu,5.5,3544,102.9,0.2,2111,32,99999,YES,2023-08-06T00:00:00Z,7.0,8.5,7.5,10.0,8.2,pass,FLAGGED,N/A,N/A,19.09.2023,1
DRV018859,Lokesh Gupta,41,Ahmedabad,9933022285,lokesh.gupta@gmail.com,UBER,Bike,Good,0-1 yr,NIGHT,N/A,"English, Marathi, Gujarati",4.4,7138,85.7,25.9,1384,34,N/A,False,February 2022,10.6,-2.0,,6.0,,pass,Flagged,N/A,N/A,N/A,False
DRV008321,Bharat Nair,-39,Ahmedabad,9904153699,bharat.nair@@gmail.com,Rapido,Mini,Excellent,3-5 yrs,day,Lost previous job,English,3.4,99999,69.2,14.7,1378,47,18,0,09/26/21,9.5,7.9,9.3,N/A,8.3,,FLAGGED,Selected,N/A,14-10-2021,no
DRV001869,Mahesh Patel,45,PUNE,9860859395,mahesh.patel@rediffmail.com,Uber & Rapido,auto,Excellent,3-5 yrs,Both,Extra income,"Tamil, Bengali",3.4,5604,74.5,28.8,Rs.473,39,11,true,24.05.2023,4.0,4.9,7.4,6.6,5.7,Fail,Pending,Rejected,Poor communication,,Yes
DRV031592,Lokesh Srivastava,35,Mumbai,N/A,lokesh.srivastava@hotmail.com,Rapido ,BIKE,GOOD,3-5 yrs,Both,Extra income,"Bengali, Telugu, Hindi",2.7,2664,81.5,28.4,2151,23,62,N,07 November 2022,8.5,4.2,3.6,8.0,6.1,n/a,Flagged,,N/A,NULL,no
DRV039124,Girish Patel,38,Jaipur,9208700936,girish.patel@@hotmail.com,Uber & Rapido,sedan,poor,3-5 yrs,DAY,,Hindi,4.2,4028,96.3,13.1,517,32,53,Yes,07.09.2021,6.9,4.3,7.3,3.6,,Pass,Pending,Rejected,,N/A,false
DRV005730,Pradeep Shukla,41,Delhi,9035268558,pradeep.shukla@hotmail.com,Rapido ,SUV,poor,Fresher,NIGHT,Flexible hours,"Hindi, English",3.5,1300,102.7,1.4,1209/-,,23,YES,August 2023,6.3,-1.5,7.5,NULL,5.9,Pass,Pending,On Hold,N/A,N/A,False
DRV004418,Naresh Kumar,35,Delhi,9308229,naresh.kumargmail.com,rapido,Sedan,good,n/a,n/a,Full time job,-,4.4,3585,98.7,5.1,514,10,66,False,2024/04/10,7.0,9.9,-1.1,8.0,8.4,pending,,Selected,N/A,2024-04-17T00:00:00Z,YES
DRV044388,Naresh Shukla,54,Chennai,9821308511,naresh.shukla@yahoo.com,Rapido,BIKE,Poor,,Day,Lost previous job,"Kannada, Tamil, Gujarati",4.0,7472,78.1,101.6,2452,99999,16,true,N/A,3.0,7.2,4.0,6.1,5.1,pass,,Rejected,none,-,No
DRV019461,Hitesh Dubey,47,Delhi,9656526599,hitesh.dubey@@rediffmail.com,Rapido ,NULL,avg,0-1 yr,Night ,Family pressure,"Kannada, Hindi",4.3,3190,65.2,20.6,N/A,NULL,43,false,06/05/21,7.0,9.5,7.0,3.9,6.8,Fail,clear,None,N/A,,true
DRV045953,Rajesh Kumar,51,Ahmedabad,9868351664,rajesh.kumar@yahoo.com,Rapido ,sedan,Average,1-3 yrs,DAY,Flexible hours,Gujarati,2.6,2387,75.6,,2286,99999,34,no,2022/08/07,6.1,,4.1,6.4,6.2,Fail,clear,Waitlist,Background check failed,N/A,N
DRV019157,Sanjay Nair,22,Kolkata,NULL,N/A,Rapido,Sedan,Good,3-5 yrs,NIGHT,,"Gujarati, Kannada, Tamil",4.2,7174,70.9,32.3,433,38,99999,Y,26.09.2021,11.0,6.2,6.4,9.2,6.8,N/A,Pending,Selected,N/A,27 October 2021,False
DRV002868,Yogesh Dubey,36,Pune,9835660861,yogesh.dubey@@yahoo.com,Uber ,auto,unknown,3-5 yrs,both,Extra income,"English, Marathi",N/A,3140,100.9,30.8,1796,40,99999,no,November 2022,8.1,,8.0,7.8,7.9,Pending,Pending,on hold,n/a,2022/12/31,true
DRV009387,Ravi Tripathi,39,Bangalore,9528636877,ravi.tripathi@gmail.com,Uber,Mini,Excellent,Fresher,Both,none,none,2.7,7627,74.0,14.8,757,,2,NO,15.05.2023,9.3,7.5,N/A,4.7,7.0,pending,FLAGGED,On Hold,N/A,,true
DRV005102,LOKESH CHAUDHARY,51,lucknow,9051221071,lokesh.chaudhary@hotmail,rapido,NULL,GOOD,5+ yrs,,Flexible hours,Telugu,6.3,1073,89.6,32.6,₹1525,NULL,62,1,2023/09/09,5.3,8.6,7.9,8.5,7.6,Pass,N/A,On Hold,N/A,NULL,No
DRV002606,Amit Shukla,31,Ahmedabad,9960543125,amit.shukla@rediffmail.com,unknown,sedan,Poor,1-3 yrs,Night,Side hustle,Tamil,4.3,N/A,86.3,18.7,611,26,70,YES,2022/08/20,6.6,N/A,9.4,12.9,7.8,Fail,FLAGGED,-,N/A,10/11/22,Y
DRV046120,Sanjay Verma,49,Jaipur,9487685952,sanjay.verma@hotmail.com,Rapido ,BIKE,poor,1-3 yrs,both,Extra income,"Tamil, Marathi, Gujarati",2.9,2516,63.0,21.4,1341,32,76,true,13-05-2021,4.2,N/A,7.7,9.1,7.5,Pending,FLAGGED,Rejected,unknown,N/A,1
DRV000057,Sanjay Rao,31,Kolkata,9513198001,sanjay.rao@gmail,Rapido,BIKE,good,5+ yrs,DAY,,"Kannada, Bengali, Marathi",2.9,7086,71.1,22.4,981,33,99,no,11 May 2022,9.0,8.5,4.5,6.7,7.2,Pending,clear,Selected,N/A,23-05-2022,N
DRV001199,Dinesh Patel,41,hyderabad,9491708822,dinesh.patel@gmail.com,Uber & Rapido,Bike,GOOD,5+ yrs,N/A,Side hustle,"Bengali, Gujarati",4.4,1152,-0.4,102.4,2408,99999,5,yes,28-01-2023,7.6,6.9,4.2,3.9,5.6,FAIL,FLAGGED,Selected,N/A,2023-03-22T00:00:00Z,YES
DRV022382,Pankaj Srivastava,44,Mumbai,9913517583,pankaj.srivastava@yahoo.com,ola,suv,na,Fresher,Night ,N/A,"Marathi, English",3.8,5293,,N/A,,21,27,NO,01/10/23,7.4,-0.8,7.0,,6.2,Pending,Flagged,selected,Vehicle age too old,,0
DRV016039,Naveen Reddy,999,Lucknow,9123770578,naveen.reddy@hotmail.com,Uber ,BIKE,Poor,Fresher,Both,Extra income,"Telugu, Tamil, Bengali",3.7,NULL,NULL,26.8,₹1075,22,44,False,August 2023,8.5,7.6,4.5,6.6,6.8,FAIL,,On Hold,N/A,NULL,0
DRV041817,pankaj reddy,N/A,Lucknow,9094495587,pankaj.reddy@rediffmail.com,NA,Sedan,Poor,1-3 yrs,both,,"Hindi, Telugu, Gujarati",5.1,7482,64.5,22.1,1160,15,9,False,24 August 2021,8.7,5.6,3.7,4.7,NULL,,pending,unknown,N/A,NULL,0
DRV008811,Manoj Yadav,50,Jaipur,9031115435,manoj.yadav@hotmail.com,Uber & Rapido,Mini ,excellent,0-1 yr,both,Not disclosed,"Kannada, Bengali, Marathi",3.2,956,61.4,2.6,1971,8,80,True,22.02.2023,4.8,9.8,6.6,5.4,6.7,Pass,pending,On Hold,-,NULL,No
DRV045257,Naresh Srivastava,38,Kolkata,9517333987,naresh.srivastava@hotmail.com,UBER,suv,good,1-3 yrs,N/A,Family pressure,"Hindi, Marathi, Telugu",4.5,N/A,84.5,2.8,1541,29,,YES,February 2023,6.0,N/A,7.4,3.1,6.0,pending,Clear,NULL,NULL,N/A,True
DRV015437,Amit Rao,30,Hyderabad,9356236882,amit.rao@rediffmail.com,Uber & Rapido,Mini,avg,0-1 yr,Both,N/A,"English, Hindi",,6503,63.4,-0.7,1230,28,49,No,17.05.2021,7.3,9.9,11.1,8.2,12.3,Pending,N/A,Selected,N/A,2021/06/23,No
DRV035797,Sanjay Sharma,29,Ahmedabad,9861609607,sanjay.sharma@rediffmail.com,UBER,suv,Good,3-5 yrs,day,Lost previous job,"Telugu, English",3.1,-919,102.5,N/A,816,13,63,NO,04/12/23,5.6,8.0,5.0,9.9,7.1,,clear,N/A,Background check failed,,no
DRV012274,Vikram Verma,38,Delhi,9011488159,vikram.verma@hotmail.com,RAPIDO,BIKE,Average,1-3 yrs,Night,,"Telugu, Hindi, Bengali",3.7,584,85.6,,2470,22,99999,1,02 March 2023,3.9,9.0,9.6,3.8,6.6,pending,Clear,On Hold,N/A,,True
DRV017564,Harish Jha,54,Hyderabad,9160421003,harish.jha@rediffmail.com,Uber ,Sedan,,Fresher,day,none,"Bengali, Marathi, Hindi",6.2,1022,73.7,11.8,2169,30,99999,No,03/01/21,6.6,5.5,7.0,10.6,NULL,N/A,clear,Selected,N/A,NULL,Y
DRV027382,Naveen Shukla,unknown,Chennai,9207822423,naveen.shukla@yahoo.com,Rapido,Mini,good,Fresher,both,Lost previous job,"Marathi, Telugu",2.7,538,100.7,,2085,19,61,YES,28.08.2023,-1.3,4.6,4.9,3.8,-1.1,Pass,Clear,Rejected,none,-,True
DRV027517,Ganesh Jha,21,Ahmedabad,9779286209,ganesh.jha@gmail.com,RAPIDO,Bike,excellent,Fresher,Day,,Gujarati,-1.8,482,89.0,2.9,477,17,89,Y,20 May 2023,,N/A,9.4,9.2,7.2,pass,Clear,Selected,N/A,2023-06-09T00:00:00Z,yes
DRV039044,Mukesh Kumar,21,BANGALORE,9974786574,mukesh.kumar@yahoo.com,Uber ,sedan,N/A,Fresher,Night ,Flexible hours,"Tamil, Gujarati",NULL,7049,61.2,10.8,9999999,43,73,false,July 2023,N/A,7.5,7.2,N/A,NULL,Pending,clear,Rejected,Background check failed,-,NO
DRV014741,Rajesh Mishra,42 yrs,Ahmedabad,9157419414,rajesh.mishra@@hotmail.com,RAPIDO,auto,good,5+ yrs,day,Full time job,"English, Hindi, Kannada",4.1,NULL,82.0,0.3,1341,37,23,true,13-03-2021,6.2,12.3,N/A,10.3,6.1,Pending,N/A,Selected,N/A,01.05.2021,no
DRV025639,Hitesh Gupta,49 yrs,Hyderabad,9671180929,hitesh.guptagmail.com,n/a,suv,Average,5+ yrs,NIGHT,Flexible hours,"Tamil, Gujarati, Hindi",4.8,-3517,76.6,27.0,1015.00,47,,yes,02/07/23,8.4,8.6,6.5,7.6,,FAIL,,Selected,N/A,2023/03/16,NO
DRV007880,Rakesh Singh,37,Pune,9269134851,rakesh.singh@hotmail.com,Uber ,suv,Poor,0-1 yr,day,Family pressure,Telugu,N/A,2135,102.9,13.3,1278,19,26,True,2023-07-24T00:00:00Z,5.0,8.2,4.3,-0.2,6.0,N/A,n/a,,Low rating history,-,N
DRV042628,Bharat Tiwari,N/A,Pune,9194517252,bharat.tiwari@yahoo.com,Rapido ,Sedan,avg,Fresher,DAY,N/A,"Gujarati, English",4.5,6981,-0.8,N/A,967,17,77,Y,01.07.2022,-0.8,9.6,10.0,6.2,N/A,Pass,N/A,Selected,N/A,2022/08/27,yes
DRV040390,  Harish Rao  ,31,Kolkata,+91-9162972432,N/A,Uber & Rapido,sedan,avg,1-3 yrs,Night ,Lost previous job,Bengali,3.0,,68.3,32.2,1334,2,71,no,2021-11-21T00:00:00Z,5.7,7.9,9.0,8.8,7.9,N/A,N/A,Rejected,n/a,-,YES
DRV048141,VIKRAM SINGH,26,Lucknow,9486445137,vikram.singh@hotmail.com,uber,auto,GOOD,3-5 yrs,NIGHT,Lost previous job,"Marathi, English, Gujarati",6.2,NULL,72.5,4.1,793,9,52,yes,2023-03-25T00:00:00Z,10.3,7.0,9.1,12.0,6.2,Fail,clear,Rejected,Incomplete documents,NULL,no
DRV037778,umesh rao,34,Mumbai,9841274070,umesh.rao@hotmail.com,Uber,Sedan,,3-5 yrs,NIGHT,Lost previous job,Tamil,2.6,698,96.7,102.4,1236,11,45,True,24.03.2022,7.0,6.0,5.1,8.7,6.7,Pass,FLAGGED,On Hold,N/A,,False
DRV020478,Lokesh Srivastava,33,Bangalore,+91-9864131816,lokesh.srivastava@hotmail.com,ola,Bike,good,Fresher,both,Lost previous job,"English, Gujarati",2.7,1472,81.0,28.2,589,13,67,true,05.01.2021,5.0,12.3,3.3,12.1,5.6,pending,NULL,Selected,N/A,01/21/21,true
DRV015100,Santosh Mishra,25,Ahmedabad,9896640084,santosh.mishrayahoo.com,RAPIDO,Auto,Average,5+ yrs,both,Flexible hours,Tamil,3.3,3021,77.4,29.8,2382,35,53,YES,April 2024,,5.3,6.6,9.6,10.3,None,,NA,N/A,,N
DRV007150,Anil Patel,37,Chennai,9089759276,anil.patel@hotmail.com,Rapido,sedan,good,0-1 yr,day,Side hustle,None,3.9,7032,81.8,1.8,2022,N/A,50,N,2022-12-05T00:00:00Z,N/A,8.7,8.3,,-0.6,pending,,NULL,N/A,17 December 2022,YES
DRV031382,Deepak Chaudhary,N/A,chennai,9726598649,deepak.chaudhary@gmail.com,UBER,auto,-,5+ yrs,Day,Family pressure,"Tamil, Marathi, Gujarati",4.3,2477,65.1,25.2,,35,13,True,2022-05-10T00:00:00Z,8.0,8.0,5.6,4.9,6.6,Pass,pending,Selected,N/A,22 May 2022,YES
DRV028701,Vikram Tiwari,26,Pune,9247006037,vikram.tiwari@yahoo.com,ola,suv,Good,5+ yrs,Night ,Side hustle,"Gujarati, Marathi",4.1,N/A,61.3,25.1,1161,50,61,True,26 April 2023,N/A,8.2,9.9,6.7,-0.5,Pending,,REJECTED,N/A,10 June 2023,no
DRV008829,  Lokesh Sharma  ,45,Ahmedabad,9335056402,lokesh.sharma@yahoo.com,Uber,Auto,Excellent,1-3 yrs,Day,Extra income,"Gujarati, Tamil, Bengali",4.0,-1997,N/A,23.0,808,6,99,NO,07/03/21,7.4,9.1,4.7,NULL,6.7,Pending,,Selected,N/A,12.07.2021,no
N/A,Deepak Singh,50,Jaipur,XXXXXXXXXX,deepak.singh@rediffmail.com,UBER,Sedan,N/A,Fresher,N/A,Family pressure,"English, Bengali, Telugu",-0.4,1189,77.8,29.5,1866,40,72,Y,August 2023,8.5,9.3,12.0,3.3,7.7,Pass,Pending,Rejected,Poor communication,,True
DRV000955,Yogesh Rao,30,Hyderabad,9699740970,yogesh.raohotmail.com,uber,Mini ,poor,Fresher,N/A,Lost previous job,n/a,3.4,3587,61.3,29.2,607,34,99999,yes,NULL,10.4,-1.9,6.3,8.5,7.8,pending,Unknown,Rejected,Background check failed,N/A,no
DRV049445,Rajesh Dubey,21,Mumbai,9934179381,rajesh.dubey@@yahoo.com,ola,Sedan,GOOD,0-1 yr,Night ,N/A,"Tamil, Kannada",4.9,3665,64.7,9.8,1252,27,27,No,14 January 2024,-0.4,6.3,9.2,7.2,6.5,pass,Pending,Selected,N/A,2024-02-28T00:00:00Z,False
DRV013796,Manoj Jha,N/A,Pune,9592913423,manoj.jha@rediffmail,UBER,sedan,good,none,Night ,Not disclosed,"Tamil, Kannada, Bengali",5.2,5729,73.6,,9999999,22,9,N,07/25/23,4.2,9.0,3.3,4.3,5.2,Pass,Clear,Rejected,Incomplete documents,N/A,no
DRV026880,P@nk@j Trip@thi,30,Lucknow,9674588517,pankaj.tripathi@gmail.com,rapido,Sedan,GOOD,unknown,N/A,none,"Hindi, English",4.7,5777,94.7,33.3,2097,50,23,Yes,06.05.2021,8.5,6.0,NULL,3.9,6.5,N/A,,on hold,N/A,-,Y
